Sequela Name,Health State Name,Health State Lay Description,Mean,Lower,Upper
"Mild motor impairment, mild intellectual disability and incontinence due to encephalocele","Mild motor impairment, mild intellectual functioning, and urinary incontinence",(combined DW),0.183898579,0.127519167,0.253189088
"Moderate motor impairment, mild intellectual disability and incontinence due to encephalocele","Moderate motor impairment, mild intellectual functioning, and urinary incontinence",(combined DW),0.27155896,0.191211256,0.363522428
"Mild motor impairment, moderate intellectual disability and incontinence due to encephalocele","Mild motor impairment, moderate intellectual functioning, and urinary incontinence",(combined DW),0.232617019,0.16137085,0.314201406
"Moderate motor impairment, moderate intellectual disability and incontinence due to encephalocele","Moderate motor impairment, moderate intellectual functioning, and urinary incontinence",(combined DW),0.27155896,0.191211256,0.363522428
"Mild motor impairment, severe intellectual disability and incontinence due to encephalocele","Mild motor impairment, servere intellectual functioning, and urinary incontinence",(combined DW),0.283508059,0.200684865,0.384518629
"Moderate motor impairment, severe intellectual disability and incontinence due to encephalocele","Moderate motor impairment, servere intellectual functioning, and urinary incontinence",(combined DW),0.319777488,0.227692664,0.428562974
Mild motor impairment and incontinence due to encephalocele,Mild motor impairment and urinary incontinence,(combined DW),0.147837783,0.100399327,0.20668191
Moderate motor impairment and incontinence due to encephalocele,Moderate motor impairment and urinary incontinence,(combined DW),0.191245431,0.131662023,0.262819468
"Moderate motor impairment, profound intellectual disability and incontinence due to encephalocele","Mild motor impairment, profound intellectual functioning, and urinary incontinence",(combined DW),0.317671504,0.224351439,0.426362395
Mild motor impairment due to spina bifida,"Motor impairment, mild",has some difficulty in moving around but is able to walk without help.,0.010140717,0.004855508,0.01933766
Moderate motor impairment due to spina bifida,"Motor impairment, moderate","has some difficulty in moving around, and difficulty in lifting and holding objects, dressing and sitting upright, but is able to walk without help.",0.060833859,0.039587362,0.08908513
Severe motor impairment due to spina bifida,"Motor impairment, severe","is unable to move around without help, and is not able to lift or hold objects, get dressed or sit upright. ",0.401610538,0.268270568,0.545332718
Mild motor impairment and mild intellectual disability due to spina bifida,"Motor plus cognitive impairments, mild","has some difficulty in moving around but is able to walk without help. The person is slow in learning at school. As an adult, the person has some difficulty doing complex or unfamiliar tasks but otherwise functions independently.",0.031164679,0.01806044,0.049540897
Moderate motor impairment and moderate intellectual disability due to spina bifida,"Motor plus cognitive impairments, moderate","has some difficulty in moving around, holding objects, dressing and sitting upright, but can walk without help. The person has low intelligence and is slow in learning to speak and to do simple tasks.",0.202946014,0.13394816,0.28958335
Severe motor impairment and incontinence due to spina bifida,Severe motor impairment with incontinence,(combined DW),0.483395271,0.346080735,0.628529793
"Severe motor impairment, mild intellectual disability and incontinence due to spina bifida",Severe motor impairment with mild intellectual disability and incontinence,(combined DW),0.505106783,0.367397511,0.646847195
"Severe motor impairment, moderate intellectual disability and incontinence due to spina bifida",Severe motor impairment with moderate intellectual disability and incontinence,(combined DW),0.53402151,0.390646473,0.675430294
"Severe motor impairment, severe intellectual disability and incontinence due to spina bifida",Severe motor impairment with severe intellectual disability and incontinence,(combined DW),0.564129085,0.418163739,0.709651943
"Severe motor impairment, profound intellectual disability and incontinence due to spina bifida",Severe motor impairment with profound intellectual disability and incontinence,(combined DW),0.584380093,0.434611141,0.729735919
Severe motor impairment and mild intellectual disability due to spina bifida,Severe motor impairment with mild intellectual disability,(combined DW),0.426872345,0.300312187,0.567377679
Severe motor impairment and moderate intellectual disability due to spina bifida,Severe motor impairment with moderate intellectual disability,(combined DW),0.460540677,0.32428886,0.603383554
Severe motor impairment and severe intellectual disability due to spina bifida,Severe motor impairment with severe intellectual disability,(combined DW),0.495598285,0.355357506,0.641030557
Severe motor impairment and profound intellectual disability due to spina bifida,Severe motor impairment with profound intellectual disability,(combined DW),0.519155287,0.369631501,0.668435
Mild motor impairment and borderline intellectual disability due to spina bifida,Mild motor impairment and borderline intellectual functioning,(combined DW),0.020809588,0.010076173,0.038535345
Moderate motor impairment and borderline intellectual disability due to spina bifida,Moderate motor impairment and borderline intellectual functioning,(combined DW),0.070936592,0.044891846,0.105848114
Severe motor impairment and borderline intellectual disability due to spina bifida,Severe motor impairment and borderline intellectual functioning,(combined DW),0.408121417,0.27864662,0.549580679
Moderate motor impairment and mild intellectual disability due to spina bifida,Moderate motor impairment and mild intellectual functioning,(combined DW),0.100679217,0.065591807,0.146418001
Mild motor impairment and moderate intellectual disability due to spina bifida,Mild motor impairment and moderate intellectual functioning,(combined DW),0.109115521,0.073270093,0.153567058
Mild motor impairment and severe intellectual disability due to spina bifida,Mild motor impairment and severe intellectual functioning,(combined DW),0.168549993,0.113284659,0.237495454
Moderate motor impairment and severe intellectual disability due to spina bifida,Moderate motor impairment and severe intellectual functioning,(combined DW),0.210863039,0.145223487,0.292874533
"Mild motor impairment, borderline intellectual disability and incontinence due to spina bifida","Mild motor impairment, borderline intellectual functioning, and urinary incontinence",(combined DW),0.156995131,0.108195022,0.217901397
"Moderate motor impairment, borderline intellectual disability and incontinence due to spina bifida","Moderate motor impairment, borderline intellectual functioning, and urinary incontinence",(combined DW),0.199919441,0.138544664,0.273078905
"Severe motor impairment, borderline intellectual disability and incontinence due to spina bifida","Severe motor impairment, borderline intellectual functioning, and urinary incontinence",(combined DW),0.488999221,0.353461437,0.631616053
